0.000,20.800,0.000,26.090,27.250,0.000,532.000,307.000,0.000
0.000,20.800,0.000,23.790,28.410,0.000,530.000,505.000,0.000
0.000,20.800,0.000,22.650,27.250,0.000,527.000,505.000,0.000
0.000,20.700,0.000,21.520,28.410,0.000,515.000,505.000,0.000
0.000,20.600,0.000,21.520,24.940,0.000,510.000,505.000,0.000
0.000,20.600,0.000,20.380,26.090,0.000,507.000,406.000,0.000
0.000,20.500,0.000,22.650,26.090,0.000,513.000,406.000,0.000
0.000,20.500,0.000,22.650,26.090,0.000,503.000,505.000,0.000
0.000,20.400,0.000,21.520,26.090,0.000,499.000,406.000,0.000
0.000,20.400,0.000,20.380,27.250,0.000,496.000,406.000,0.000
0.000,20.300,0.000,22.650,26.090,0.000,500.000,505.000,0.000
0.000,20.300,0.000,20.380,26.090,0.000,492.000,505.000,0.000
0.000,20.200,0.000,21.520,24.940,0.000,501.000,406.000,0.000
0.000,20.200,0.000,20.380,24.940,0.000,498.000,505.000,0.000
0.000,20.200,0.000,21.520,26.090,0.000,494.000,505.000,0.000
0.000,20.200,0.000,21.520,26.090,0.000,500.000,505.000,0.000
0.000,20.100,0.000,21.520,24.940,0.000,495.000,406.000,0.000
0.000,20.100,0.000,22.650,26.090,0.000,493.000,505.000,0.000
0.000,20.100,0.000,19.260,26.090,0.000,491.000,505.000,0.000
0.000,20.100,0.000,21.520,24.940,0.000,493.000,505.000,0.000
0.000,20.000,0.000,22.650,26.090,0.000,494.000,505.000,0.000
0.000,20.000,0.000,22.650,24.940,0.000,498.000,406.000,0.000
0.000,20.000,0.000,21.520,26.090,0.000,497.000,505.000,0.000
0.000,20.000,0.000,20.380,24.940,0.000,495.000,505.000,0.000
0.000,20.000,0.000,21.520,23.790,0.000,485.000,406.000,0.000
0.000,20.000,0.000,21.520,26.090,0.000,490.000,505.000,0.000
0.000,20.000,0.000,21.520,24.940,0.000,489.000,505.000,0.000
0.000,20.000,0.000,22.650,24.940,0.000,483.000,505.000,0.000
0.000,20.000,0.000,21.520,26.090,0.000,483.000,505.000,0.000
0.000,20.000,0.000,20.380,26.090,0.000,481.000,406.000,0.000
0.000,19.900,0.000,22.650,24.940,0.000,476.000,505.000,0.000
0.000,19.900,0.000,21.520,26.090,0.000,479.000,406.000,0.000
0.000,19.900,0.000,21.520,24.940,0.000,481.000,505.000,0.000
0.000,19.900,0.000,21.520,24.940,0.000,473.000,406.000,0.000
0.000,19.900,0.000,20.380,26.090,0.000,479.000,406.000,0.000
0.000,19.900,0.000,21.520,26.090,0.000,475.000,406.000,0.000
0.000,19.900,0.000,21.520,26.090,0.000,471.000,406.000,0.000
0.000,19.900,0.000,22.650,24.940,0.000,477.000,505.000,0.000
0.000,19.900,0.000,20.380,26.090,0.000,473.000,406.000,0.000
0.000,19.900,0.000,22.650,24.940,0.000,472.000,406.000,0.000
0.000,19.900,0.000,21.520,26.090,0.000,477.000,505.000,0.000
0.000,19.900,0.000,21.520,26.090,0.000,480.000,406.000,0.000
0.000,19.900,0.000,21.520,24.940,0.000,471.000,406.000,0.000
0.000,19.900,0.000,21.520,24.940,0.000,462.000,505.000,0.000
0.000,19.900,0.000,20.380,24.940,0.000,465.000,505.000,0.000
0.000,19.900,0.000,20.380,26.090,0.000,480.000,406.000,0.000
0.000,19.900,0.000,21.520,24.940,0.000,472.000,505.000,0.000
0.000,19.900,0.000,21.520,26.090,0.000,468.000,505.000,0.000
0.000,19.900,0.000,20.380,23.790,0.000,464.000,505.000,0.000
0.000,19.900,0.000,20.380,24.940,0.000,483.000,406.000,0.000
0.000,19.900,0.000,21.520,26.090,0.000,472.000,406.000,0.000
0.000,19.900,0.000,21.520,24.940,0.000,469.000,406.000,0.000
0.000,19.900,0.000,21.520,24.940,0.000,464.000,406.000,0.000
0.000,19.900,0.000,22.650,23.790,0.000,455.000,406.000,0.000
0.000,19.900,0.000,21.520,24.940,0.000,452.000,406.000,0.000
0.000,19.900,0.000,21.520,24.940,0.000,451.000,505.000,0.000
0.000,19.900,0.000,21.520,24.940,0.000,450.000,505.000,0.000
0.000,19.900,0.000,21.520,23.790,0.000,502.000,505.000,0.000
0.000,19.900,0.000,21.520,24.940,0.000,396.000,505.000,0.000
0.000,19.900,0.000,20.380,27.250,0.000,462.000,406.000,0.000
0.000,19.900,0.000,22.650,24.940,0.000,451.000,208.000,0.000
0.000,20.300,0.000,22.650,24.940,0.000,464.000,10.000,0.000
0.000,21.600,0.000,24.940,26.090,0.000,462.000,10.000,0.000
0.000,24.400,0.000,26.090,27.250,0.000,468.000,10.000,0.000
0.000,29.100,0.000,29.570,27.250,0.000,484.000,10.000,0.000
0.000,35.400,0.000,34.280,28.410,0.000,479.000,10.000,0.000
0.000,42.900,0.000,40.290,29.570,0.000,481.000,10.000,0.000
0.000,50.800,0.000,45.180,27.250,0.000,485.000,10.000,0.000
0.000,58.200,0.000,50.160,28.410,0.000,482.000,10.000,0.000
0.000,68.900,0.000,52.680,29.570,0.000,478.000,109.000,0.000
0.000,79.500,0.000,53.950,28.410,0.000,496.000,10.000,0.000
0.000,87.700,0.000,53.950,28.410,0.000,541.000,10.000,0.000
