0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,26.400,0.000,24.300,30.730,0.000,20.920,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,20.490,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,19.230,Inf,0.000,20.790,10.000
0.000,0.000,0.000,21.760,29.440,0.000,20.790,10.000
0.000,0.000,0.000,21.760,29.440,0.000,20.790,10.000
0.000,0.000,0.000,21.760,29.440,0.000,20.790,10.000
0.000,0.000,0.000,21.760,29.440,0.000,20.790,10.000
0.000,0.000,0.000,21.760,29.440,0.000,20.790,10.000
0.000,0.000,0.000,21.760,28.150,0.000,20.790,10.000
0.000,0.000,0.000,21.760,28.150,0.000,20.790,10.000
0.000,0.000,0.000,21.760,28.150,0.000,20.790,10.000
0.000,0.000,0.000,21.760,28.150,0.000,20.790,10.000
0.000,0.000,0.000,21.760,28.150,0.000,20.790,10.000
0.000,0.000,0.000,21.760,28.150,0.000,20.790,10.000
0.000,0.000,0.000,21.760,28.150,0.000,20.790,10.000
0.000,0.000,0.000,21.760,28.150,0.000,20.790,10.000
0.000,0.000,0.000,21.760,28.150,0.000,20.790,10.000
0.000,0.000,0.000,21.760,29.440,0.000,20.790,10.000
0.000,0.000,0.000,21.760,30.730,0.000,20.790,10.000
0.000,0.000,0.000,21.760,32.030,0.000,20.790,10.000
0.000,0.000,0.000,21.760,32.030,0.000,20.790,10.000
0.000,0.000,0.000,21.760,33.330,0.000,20.790,10.000
0.000,0.000,0.000,21.760,34.630,0.000,20.790,10.000
0.000,0.000,0.000,21.760,34.630,0.000,20.790,10.000
0.000,0.000,0.000,21.760,34.630,0.000,20.790,10.000
0.000,0.000,0.000,21.760,34.630,0.000,20.790,10.000
0.000,0.000,0.000,21.760,34.630,0.000,20.790,10.000
0.000,0.000,0.000,21.760,34.630,0.000,20.790,10.000
0.000,18.900,0.000,27.250,29.570,0.000,20.740,10.000,0.000
0.000,18.900,0.000,27.250,29.570,0.000,20.730,10.000,0.000
0.000,18.900,0.000,27.250,29.570,0.000,20.740,10.000,0.000
0.000,18.900,0.000,27.250,29.570,0.000,20.740,10.000,0.000
0.000,18.900,0.000,27.250,29.570,0.000,20.730,10.000,0.000
0.000,18.900,0.000,27.250,30.740,0.000,20.740,10.000,0.000
